As Of Date,Currency,Universe Name,Classification,,,,,,
HESM 4 ¼ 02/15/30,HESS MIDSTREAM,-9.857582994,97.15762138,4.971911277,4.971911277,3.050523167,114.5118631,Corporate,0.18546251
HESM 5 ½ 10/15/30,HESS MIDSTREAM,-6.265824949,100.7995239,5.317580987,5.09047049,2.319225934,95.87659353,Corporate,0.224884092
HESM 5 ⅛ 06/15/28,HESS MIDSTREAM P,-6.625261214,99.88130739,5.168435589,5.168435589,1.256965565,98.03237352,Corporate,0.078438073
HESM 5 ⅞ 03/01/28,HESS MIDSTREAM,-11.27622758,101.7417385,5.116057789,4.9376628,1.841988988,128.7532529,Corporate,0.064872384
HESM 6 ½ 06/01/29,HESS MIDSTREAM,-8.695058454,103.4076188,5.473104068,5.13984328,1.646243452,115.4156125,Corporate,0.128267778
HGVLLC 4 ⅞ 07/01/31,HILTON GRAND,-7.311142011,93.77441013,6.164607387,6.164607387,4.430649995,236.3676725,Corporate,0.286533596
HGVLLC 5 06/01/29,HILTON GRAND,-12.76519665,96.90480746,5.935642759,5.935642759,2.565748928,216.7392886,Corporate,0.131444489
HGVLLC 6 ⅝ 01/15/32,HILTON GRAND,-13.32258332,102.163149,6.205424558,5.89997864,3.074331991,171.4021967,Corporate,0.316491909
HHH 4 ⅛ 02/01/29,HOWARD HUGHES CO,-9.610144985,96.03937308,5.417496552,5.417496552,2.714227761,177.4071681,Corporate,0.114951669
HHH 4 ⅜ 02/01/31,HOWARD HUGHES CO,-9.728220666,93.89668447,5.704801046,5.704801046,4.253352329,194.3564712,Corporate,0.258431234
HHH 5 ⅜ 08/01/28,HOWARD HUGHES CO,-10.62594313,100.2690746,5.271224357,5.05598772,1.189826608,92.87979277,Corporate,0.0851236
HILCRP 5 ¾ 02/01/29,HILCORP ENERGY I,-8.787088029,98.34421848,6.297293664,6.297293664,2.201950157,242.0730634,Corporate,0.11051328
HILCRP 6 02/01/31,HILCORP ENERGY I,-8.420706135,95.70427972,6.967410553,6.967410553,3.825400409,311.5000455,Corporate,0.242444348
HILCRP 6 04/15/30,HILCORP ENERGY I,-7.220848843,98.47959098,6.384963276,6.384963276,2.827968754,244.0532741,Corporate,0.182781745
HILCRP 6 ¼ 04/15/32,HILCORP ENERGY I,-7.334583506,95.06668853,7.200878157,7.200878157,4.485676224,325.5236718,Corporate,0.329804691
HILCRP 6 ¼ 11/01/28,HILCORP ENERGY I,-9.470364215,100.1856059,6.180658135,6.07052772,1.343813467,185.940638,Corporate,0.094597634
HILCRP 6 ⅞ 05/15/34,HILCORP ENERGY I,-7.584626126,95.13329303,7.65015072,7.65015072,5.540630395,351.667725,Corporate,0.49903367
HILCRP 7 ¼ 02/15/35,HILCORP ENERGY I,-14.46253457,96.35692389,7.801595917,7.801595917,5.913648332,359.0882058,Corporate,0.566612889
HILCRP 8 ⅜ 11/01/33,HILCORP ENERGY I,-8.800979286,103.7317582,7.745771529,7.60002906,4.354246792,330.0683756,Corporate,0.426948988
HLF 12 ¼ 04/15/29,HLF FIN SARL LLC,-13.09424579,109.2432885,9.168334887,6.42457914,0.648647405,243.493055,Corporate,0.102637284
HLF 4 ⅞ 06/01/29,HLF FIN SARL LLC,-8.692453843,88.64581882,8.490188994,8.490188994,3.217360688,492.6530704,Corporate,0.127728654
HLT 3 ¾ 05/01/29,HILTON DOMESTIC,-12.11230759,96.53705847,4.796347499,4.796347499,2.76458859,112.1715094,Corporate,0.131090927
HLT 3 ⅝ 02/15/32,HILTON DOMESTIC,-21.94471268,91.86266875,5.125908946,5.125908946,5.153067668,128.3532323,Corporate,0.364249955
HLT 4 05/01/31,HILTON DOMESTIC,-16.33785422,94.7449807,5.082021828,5.082021828,4.327447368,128.7114978,Corporate,0.282535684
HLT 4 ⅞ 01/15/30,HILTON DOMESTIC,-14.65788037,99.85379,4.911142977,4.911142977,2.349238306,85.0656669,Corporate,0.176159263
HLT 4 ⅞ 04/01/27,HILTON WORLDWIDE,-3.309591895,99.8708582,4.960056047,4.960056047,0.499891708,79.75963523,Corporate,0.028873383
HLT 5 ¾ 05/01/28,HILTON DOMESTIC,-6.157299506,100.0340631,5.732504615,5.21786105,0.548084607,107.9183192,Corporate,0.070917616
HLT 5 ¾ 09/15/33,HILTON DOMESTIC,-14.70649977,101.4984668,5.516371936,5.39152804,4.647355598,115.1592114,Corporate,0.485666434
HLT 5 ⅞ 03/15/33,HILTON DOMESTIC,-14.23332884,102.5281707,5.460121282,5.23855667,4.110437896,106.6012959,Corporate,0.427586746
HLT 5 ⅞ 04/01/29,HILTON DOMESTIC,-8.37295494,102.1057582,5.217699808,4.98650438,1.908755908,113.5023822,Corporate,0.1191354
HLT 6 ⅛ 04/01/32,HILTON DOMESTIC,-6.64870271,103.0809738,5.557198382,5.16479613,3.008138581,98.97545916,Corporate,0.337675006
HNDLIN 3 ⅞ 08/15/31,NOVELIS CORP,-10.8412576,91.06938815,5.668533154,5.668533154,4.890311748,191.0118898,Corporate,0.310740023
HNDLIN 4 ¾ 01/30/30,NOVELIS CORP,-23.81221849,96.36905446,5.695166444,5.695166444,3.285765222,195.1286535,Corporate,0.178136042
HNDLIN 6 ⅜ 08/15/33,NOVELIS CORP,-11.44639547,101.366694,6.153913322,6.04925639,4.666214808,182.3415668,Corporate,0.463864537
HNDLIN 6 ⅞ 01/30/30,NOVELIS CORP,-11.19201183,103.9297146,5.844695028,5.58350582,2.409608314,164.0909242,Corporate,0.169667393
HOLX 3 ¼ 02/15/29,HOLOGIC INC,-12.29897135,95.89081624,4.556751811,4.556751811,2.833120003,93.46085263,Corporate,0.120524142
HOLX 4 ⅝ 02/01/28,HOLOGIC INC,-5.166679267,99.28034791,4.945602192,4.945602192,1.291929263,100.4905367,Corporate,0.061858087
HOUS 5 ¼ 04/15/30,ANY GRP RE/REAL,-6.77632863,87.63671999,8.556941716,8.556941716,3.781581492,493.651672,Corporate,0.18070941
HOUS 5 ¾ 01/15/29,ANY GRP RE/REAL,-8.775801383,93.45161459,8.01508715,8.01508715,2.76743129,441.5664973,Corporate,0.105443226
HOUS 7 04/15/30,ANYWHERE RE/CO-I,-9.605977608,99.39701444,7.153717782,7.153717782,2.169465806,283.8362507,Corporate,0.176321319
HOUS 9 ¾ 04/15/30,ANY GRP RE/REAL,-7.631509117,106.6830901,7.984556976,7.59197214,2.349223911,352.4222383,Corporate,0.166468753
HOWMID 6 ⅝ 01/15/34,HOWARD MIDSTREAM,-10.47400751,101.7134037,6.35701463,6.24277881,4.928630719,200.2302378,Corporate,0.496296364
HOWMID 7 ⅜ 07/15/32,HOWARD MIDSTREAM,-8.840048445,103.9902376,6.638009251,6.19001268,3.211520274,199.7735614,Corporate,0.348067806
HPP 3 ¼ 01/15/30,HUDSON PACIFIC,-5.570393913,86.51752383,6.890197269,6.890197269,3.907328712,329.5061305,Corporate,0.178849265
HPP 3.95 11/01/27,HUDSON PACIFIC,-5.645927621,96.61247139,5.648725738,5.648725738,1.95945456,208.6732827,Corporate,0.050487157
HPP 4.65 04/01/29,HUDSON PACIFIC,-7.551634391,93.09119027,6.870264466,6.870264466,3.104777308,331.5075764,Corporate,0.119801391
HRI 5 ½ 07/15/27,HERC HOLDINGS,-15.39151236,99.87437184,5.567892437,5.567892437,0.480368036,125.8917668,Corporate,0.038701702
HRI 6 ⅝ 06/15/29,HERC HOLDINGS,-11.50890613,103.2442535,5.652602687,5.34253801,1.776467958,137.2260625,Corporate,0.130250575
HRI 7 06/15/30,HERC HOLDINGS,-24.60228371,104.5191742,5.89411519,5.64571802,2.692501635,170.4488535,Corporate,0.19262368
HRI 7 ¼ 06/15/33,HERC HOLDINGS,-16.285762,105.2159417,6.384461816,5.97160768,3.959766151,178.6065875,Corporate,0.42722322
HTZ 12 ⅝ 07/15/29,HERTZ CORP/THE,-18.54743223,103.2288416,11.54955277,11.25291504,2.529641629,747.9786545,Corporate,0.112934085
HTZ 4 ⅝ 12/01/26,HERTZ CORP/THE,-7.957953648,93.06605094,10.80617367,10.80617367,1.12971493,709.8278463,Corporate,0.018323364
HTZ 5 12/01/29,HERTZ CORP/THE,-13.95637191,71.03381881,14.3771829,14.3771829,3.460204691,1077.644252,Corporate,0.14673941
HUN 2.95 06/15/31,HUNTSMAN INTERN,-5.88121078,85.96616905,5.852523406,5.852523406,5.113603057,214.923208,Corporate,0.302135325
HUN 4 ½ 05/01/29,HUNTSMAN INT LLC,-10.52957253,96.30065235,5.635889042,5.635889042,3.192603692,206.9330921,Corporate,0.12765645
HUSKYI 9 02/15/29,HUSKY IN / TITAN,-13.66465552,104.5373711,7.472866363,6.93518352,1.259551005,275.2317773,Corporate,0.105580159
HWDGRP 7 ¼ 02/15/31,HOWDEN UK REF,-14.30538973,103.5547669,6.461924539,6.08414955,2.684280721,202.2789345,Corporate,0.240153974
HWDGRP 8 ⅛ 02/15/32,HOWDEN UK REF,-7.339792728,104.5576055,7.22472281,6.61564712,2.692222503,236.5570653,Corporate,0.30627175
IEP 10 11/15/29,ICAHN ENTER/FIN,-11.58443984,99.4557893,10.15441209,10.15441209,3.092078695,644.47392,Corporate,0.135703329
IEP 4 ⅜ 02/01/29,ICAHN ENTER/FIN,-10.68584917,85.4541118,9.487780564,9.487780564,3.010037877,592.6975854,Corporate,0.109239019
IEP 5 ¼ 05/15/27,ICAHN ENTER/FIN,-20.81517987,98.03557374,6.49656918,6.49656918,1.4503014,284.60148,Corporate,0.032406358
IEP 9 06/15/30,ICAHN ENTER/FIN,-11.67994222,95.64961104,10.16722309,10.16722309,3.58428415,648.4487602,Corporate,0.172663099
IEP 9 ¾ 01/15/29,ICAHN ENTER/FIN,-11.36565254,99.6432277,9.86885359,9.86885359,2.672267866,624.0527241,Corporate,0.096355554
IGT 5 ¼ 01/15/29,BRIGHTSTR LOT,-10.06334723,99.50331882,5.411770187,5.411770187,1.253198249,114.5921124,Corporate,0.109705486
IGT 6 ¼ 01/15/27,BRIGHTSTR LOT,-12.9492558,101.0488834,5.425233543,4.96059425,0.856501417,114.1183636,Corporate,0.022525486
IHOVER 6 ⅜ 05/15/29,IHO VERWALTUNGS,-5.531840467,100.4762728,6.224735766,6.06565174,3.17205386,267.8830483,Corporate,0.12436555
IHOVER 7 ¾ 11/15/30,IHO VERWALTUNGS,-7.067176816,104.001992,6.816640902,6.33601588,4.147922481,317.5552555,Corporate,0.214167984
IHOVER 8 11/15/32,IHO VERWALTUNGS,-6.064401727,105.2907106,7.045644137,6.52933844,5.35152037,323.3240967,Corporate,0.361564555
IHRT 10 ⅞ 05/01/30,IHEARTCOMMUNICAT,-9.684467549,58.78519206,26.91893555,26.91893555,2.862128796,2328.218777,Corporate,0.116714086
IHRT 7 ¾ 08/15/30,IHEARTCOMMUNICAT,-9.407072177,80.98913691,13.10087557,13.10087557,3.794095535,945.695289,Corporate,0.182173341
IHRT 9 ⅛ 05/01/29,IHEARTCOMMUNICAT,-10.04390468,87.40961471,13.62403263,13.62403263,2.862379588,1004.111444,Corporate,0.106786802
ILDFP 7 04/15/32,MAYA SAS/FRANCE,-12.57592828,102.4154024,6.54166822,6.3392053,3.695602927,223.8455288,Corporate,0.326228425
ILDFP 7 10/15/28,MAYA SAS/FRANCE,-14.90531838,101.5674968,6.430619737,5.50119542,0.898755163,149.0172364,Corporate,0.090472059
ILDFP 8 ½ 04/15/31,MAYA SAS/FRANCE,-13.94942628,107.6688567,6.826095503,5.96418271,2.134568537,176.8730913,Corporate,0.237441528
IM 4 ¾ 05/15/29,IMOLA MERGER,-29.10912829,97.71229556,5.442046626,5.442046626,2.336645077,161.4230029,Corporate,0.129860107
INEGRP 6 ¾ 05/15/28,INEOS FINANCE PL,-6.350908896,98.50869411,7.367341129,7.367341129,1.8952174,356.4736778,Corporate,0.070433886
INEGRP 7 ½ 04/15/29,INEOS FINANCE PL,-10.20573261,99.90626132,7.52671771,7.52671771,2.434843731,367.0794251,Corporate,0.114283242
INTMAT 6 ½ 08/01/29,ITT HOLDINGS LLC,-17.71135222,98.36134431,6.985346288,6.985346288,2.089410823,288.862479,Corporate,0.137159839
IONCOR 8 ¾ 05/01/29,HELIOS SOFT/ION,-9.301064525,103.2908777,7.691334327,7.34990518,1.87862862,342.910986,Corporate,0.114187042
IONTRA 5 ¾ 05/15/28,ION TRADING TECH,-5.965426524,97.36793204,6.836644217,6.836644217,1.930233508,312.1743554,Corporate,0.071960059
IONTRA 9 ½ 05/30/29,ION TRADING TECH,-10.4236517,105.3074868,7.821875899,7.30605203,1.506515783,314.2262655,Corporate,0.117360293
IQV 5 05/15/27,IQVIA INC,-13.2183989,99.77864447,5.134561613,5.134561613,0.642131262,104.657635,Corporate,0.032948266
IQV 5 10/15/26,IQVIA INC,-13.63079558,99.93083204,5.060947455,5.060947455,0.585052789,93.13829029,Corporate,0.015987957
IQV 6 ¼ 06/01/32,IQVIA INC,-29.26280032,103.7756852,5.567422565,5.33313818,3.935154765,129.0994127,Corporate,0.354402671
IQV 6 ½ 05/15/30,IQVIA INC,-6.992511312,103.726509,5.581769619,4.99368842,1.496391047,79.01742785,Corporate,0.189424029
IRM 4 ½ 02/15/31,IRON MOUNTAIN,-16.45332529,95.64897177,5.435252975,5.435252975,4.074997254,162.2431696,Corporate,0.262151175
IRM 4 ⅞ 09/15/27,IRON MOUNTAIN,-13.43718619,99.67067115,5.048601246,5.048601246,0.820599059,95.8195719,Corporate,0.044811144
IRM 4 ⅞ 09/15/29,IRON MOUNTAIN,-14.94525574,98.54005716,5.28317492,5.28317492,2.573327551,141.0263498,Corporate,0.150020804
IRM 5 07/15/28,IRON MOUNTAIN,-6.53583625,99.33912846,5.250293879,5.250293879,1.21274075,113.9882929,Corporate,0.083039312
IRM 5 07/15/32,IRON MTN INFORM,-11.49327846,96.6191331,5.600785786,5.600785786,4.658437476,160.2509171,Corporate,0.379271825
IRM 5 ¼ 03/15/28,IRON MOUNTAIN,-10.19097315,99.85814399,5.310622981,5.310622981,0.777593681,95.06579289,Corporate,0.065410336
IRM 5 ¼ 07/15/30,IRON MOUNTAIN,-19.15951572,99.1246149,5.456188575,5.456188575,2.915447579,146.7643748,Corporate,0.209729282
IRM 5 ⅝ 07/15/32,IRON MOUNTAIN,-9.716065817,99.5637462,5.701354503,5.701354503,3.642719142,145.0044312,Corporate,0.374032394
IRM 6 ¼ 01/15/33,IRON MOUNTAIN,-17.74608036,102.4739325,5.829620518,5.58559173,3.917796279,138.2888884,Corporate,0.411258958
IRM 7 02/15/29,IRON MOUNTAIN,-13.66726013,103.2967779,5.921978813,5.17939954,0.988950374,103.2118038,Corporate,0.111083352
ISATLN 9 09/15/29,CONNECT FINCO,-28.8894728,103.2641129,8.031881148,7.76365725,2.206622132,384.944522,Corporate,0.131718445
JANEST 4 ½ 11/15/29,JANE STREET GRP,-8.487557808,97.10252414,5.279629177,5.279629177,2.83536665,147.4593556,Corporate,0.163872373
JANEST 6 ¾ 05/01/33,JANE STREET GRP,-19.63529126,103.6646412,6.140091955,5.83468174,4.037522533,165.2422863,Corporate,0.422949089
JANEST 6 ⅛ 11/01/32,JANE STREET GRP,-23.37898493,100.7605659,5.990935622,5.91276896,4.072254548,169.6674925,Corporate,0.388100674
JANEST 7 ⅛ 04/30/31,JANE STREET GRP,-20.15360878,104.8986737,6.083466073,5.61479914,2.603903474,151.7113974,Corporate,0.253096377
JAZZ 4 ⅜ 01/15/29,JAZZ SECURITIES,-21.30137386,97.88946855,5.066538009,5.066538009,2.255782114,128.2899645,Corporate,0.111894425
JBLU 9 ⅞ 09/20/31,JETBLUE AIRW/LOY,-29.49721527,100.2921753,9.929846061,9.90516392,3.384935613,575.1374569,Corporate,0.243561341
JEFCAP 8 ¼ 05/15/30,JEFFERSON CAPITA,-0.177981726,104.8452736,7.012639951,6.73568029,2.596538245,277.6131706,Corporate,0.177596566
JEFFIN 5 08/15/28,JEFFERIES FIN LL,-14.34966811,97.64694364,5.884256969,5.884256969,2.110717607,215.6352197,Corporate,0.087160528
JEFFIN 6 ⅝ 10/15/31,JEFFERIES FIN LL,-7.02897586,100.8451157,6.453482275,6.38502189,3.724558861,233.9133142,Corporate,0.289971818
JWN 4 ¼ 08/01/31,NORDSTROM INC,-5.900311258,90.56041695,6.185063084,6.185063084,5.040777507,246.8379085,Corporate,0.300757011
JWN 4 ⅜ 04/01/30,NORDSTROM INC,-7.462209427,94.00204527,5.893829228,5.893829228,3.931095686,228.1059584,Corporate,0.188935767
KALU 4 ½ 06/01/31,KAISER ALUMINUM,-8.206259861,94.21917112,5.69588469,5.69588469,4.395351191,189.7768631,Corporate,0.283653608
KALU 4 ⅝ 03/01/28,KAISER ALUMINUM,-7.526456489,98.27255722,5.379144655,5.379144655,1.758967712,165.0919912,Corporate,0.065664297
KEHEFO 9 02/15/29,KEHE DIS/FIN/NXT,-13.3173741,105.3308814,7.214926108,6.55483388,0.848555671,203.8781521,Corporate,0.105926032
KGS 6 ½ 10/01/33,KODIAK GAS SERVI,-2.274693275,101.6411871,6.236303299,6.11574224,4.771560298,188.9311095,Corporate,0.474688739
KGS 6 ¾ 10/01/35,KODIAK GAS SERVI,-2.274693275,102.0129563,6.473209119,6.42447217,6.165940534,211.6190156,Corporate,0.664313778
KIKCN 10 ¾ 06/30/32,KRONOS ACQUISITI,-6.28579363,50.71582055,26.86957754,26.86957754,3.553284094,2307.434582,Corporate,0.190135121
KIKCN 8 ¼ 06/30/31,KRONOS ACQUISITI,-7.439636135,74.66646941,14.91424296,14.91424296,4.12846591,1120.6101,Corporate,0.221720685
KIOXIA 6 ¼ 07/24/30,KIOXIA HOLDINGS,-15.86902431,101.124455,5.978467381,5.91827693,3.329181298,207.4160447,Corporate,0.205232268
KIOXIA 6 ⅝ 07/24/33,KIOXIA HOLDINGS,-16.24756105,100.3301534,6.568943609,6.54231367,4.688332083,227.8814005,Corporate,0.448266034
KNTK 5 ⅞ 06/15/30,KINETIK HLDINGS,-14.28021183,100.9910245,5.632454645,5.27352789,1.939596078,113.7960513,Corporate,0.199035133
KNTK 6 ⅝ 12/15/28,KINETIK HOLDINGS,-14.51028577,102.9784755,5.609774721,5.20820194,1.310981249,122.3864772,Corporate,0.101813524
KSS 4 ⅝ 05/01/31,KOHL'S CORP,-7.331978896,78.77126004,10.15764309,10.15764309,4.533619953,646.5115525,Corporate,0.258446959
KW 4 ¾ 02/01/30,KENNEDY-WILSON,-9.123082799,94.56406321,6.182916618,6.182916618,3.389623425,247.5022668,Corporate,0.178620888
KW 4 ¾ 03/01/29,KENNEDY-WILSON,-9.22639902,95.95797466,6.056791791,6.056791791,2.704331708,240.0550315,Corporate,0.11825314
KW 5 03/01/31,KENNEDY-WILSON,-8.899954489,94.37133576,6.22868646,6.22868646,4.184405854,244.6679362,Corporate,0.259903611
LABL 10 ½ 07/15/27,LABL INC,-10.07463388,88.42367161,18.11962568,18.11962568,1.549332546,1454.727136,Corporate,0.032442172
LABL 5 ⅞ 11/01/28,LABL INC,-7.35021117,78.90544761,14.45664348,14.45664348,2.617150294,1089.850797,Corporate,0.086287947
LABL 8 ¼ 11/01/29,LABL INC,-6.558409542,64.82016231,21.48068413,21.48068413,2.968867394,1786.557018,Corporate,0.11653642
LABL 8 ⅝ 10/01/31,LABL INC,-13.53616139,72.44541254,15.86477371,15.86477371,4.049085857,1213.543889,Corporate,0.222655157
LAD 3 ⅞ 06/01/29,LITHIA MOTORS,-11.56013014,95.80103407,5.125807416,5.125807416,2.935668283,147.475825,Corporate,0.13598918
LAD 4 ⅜ 01/15/31,LITHIA MOTORS,-8.123780524,95.44967472,5.363780161,5.363780161,4.032079744,156.2186689,Corporate,0.25524936
LAD 4 ⅝ 12/15/27,LITHIA MOTORS,-5.118059869,99.11634753,5.03951553,5.03951553,1.329096872,117.7392993,Corporate,0.055741803
LAD 5 ½ 10/01/30,LITHIA MOTORS,-3.364288718,100.1516127,5.464210679,5.4565393,3.634702311,160.7307727,Corporate,0.226393351
LADR 4 ¼ 02/01/27,LADDER CAP FINAN,-8.957255923,98.73988259,5.196839908,5.196839908,1.195745637,146.5157724,Corporate,0.024271745
LADR 4 ¾ 06/15/29,LADDER CAP FINAN,-9.30714195,98.41691788,5.216426657,5.216426657,2.157655749,127.8435179,Corporate,0.13598079
LADR 5 ½ 08/01/30,LADDER CAP FINAN,-7.338056321,102.101715,5.007002388,5.00041818,4.186041652,136.9178329,Corporate,0.212916714
LADR 7 07/15/31,LADDER CAP FINAN,-7.591571754,105.4801087,5.876786302,5.40051386,2.795001802,128.9655253,Corporate,0.274622547
LAMR 3 ¾ 02/15/28,LAMAR MEDIA CORP,-8.538781817,97.61230922,4.801669146,4.801669146,1.957703721,116.8590857,Corporate,0.064310199
LAMR 3 ⅝ 01/15/31,LAMAR MEDIA CORP,-7.790390365,93.28860259,5.07400345,5.07400345,4.330464798,134.19916,Corporate,0.259694165
LAMR 4 02/15/30,LAMAR MEDIA CORP,-7.972713108,96.04668342,5.005509459,5.005509459,3.421008561,128.4547762,Corporate,0.185374507
LAMR 4 ⅞ 01/15/29,LAMAR MEDIA CORP,-5.6407184,99.09275012,5.175327557,5.175327557,1.55794826,111.609086,Corporate,0.109218928
LGIH 7 11/15/32,LGI HOMES INC,-5.751848453,98.41785837,7.284238377,7.284238377,4.285923644,308.5822483,Corporate,0.371044587
LGIH 8 ¾ 12/15/28,LGI HOMES INC,-5.611199479,104.7899468,7.074208906,6.41898609,0.672531145,184.6445195,Corporate,0.096555986
LIBMUT 4 ⅛ 12/15/51,LIBERTY MUTUAL,-6.752018931,98.03562609,6.811371567,5.75259306,1.176612182,204.753994,Corporate,0.020433004
LIGPLL 7 ¼ 08/15/32,LIGHTNING POWER,-21.89435687,106.0889457,6.156291167,5.50443008,2.920728341,127.3429156,Corporate,0.361906993
LILAPR 5 ⅛ 07/15/29,LCPR SR SECURED,-11.51151074,56.28841531,22.76594589,22.76594589,3.022085706,1918.562443,Corporate,0.113308505
LILAPR 6 ¾ 10/15/27,LCPR SR SECURED,-16.41425613,60.95964205,34.32815701,34.32815701,1.597886698,3076.430417,Corporate,0.034574591
LNW 7 05/15/28,LIGHT & WONDER,-9.145656091,100.1397857,6.936232843,3.32647666,0.03744471,-82.42898464,Corporate,0.07051923
LNW 7 ¼ 11/15/29,LIGHT & WONDER,-6.627865825,102.6763065,6.504829615,5.5373985,0.417295468,102.1583152,Corporate,0.151476835
LNW 7 ½ 09/01/31,LIGHT & WONDER,-8.16198148,104.4265709,6.591141994,5.8561278,2.012813897,154.5656652,Corporate,0.280256342
LUMN 10 10/15/32,LUMEN TECH INC,-5.318093964,101.5151526,9.696068711,-47.94836055,0.031057155,-4757.38569,Corporate,0.31278787
LUMN 4 ⅛ 04/15/30,LUMEN TECH INC,-2.112592728,97.97174937,4.620107484,4.620107484,2.594048192,65.4060464,Corporate,0.199124308
LVIATH 6 ½ 06/30/27,LEVIATHAN BOND,-7.931641004,100.269176,6.33273453,6.27240606,1.364925382,247.2001682,Corporate,0.036478736
LVIATH 6 ¾ 06/30/30,LEVIATHAN BOND,-7.24317296,99.926314,6.764922471,6.764922471,3.827819,306.3347572,Corporate,0.19503666
LVLT 10 ¾ 12/15/30,LEVEL 3 FIN INC,-3.601551381,114.8323625,7.302495581,9.089649368,1.458667572,41.07503168,Corporate,0.203634043
LVLT 3 ¾ 07/15/29,LEVEL 3 FIN INC,-6.919582214,84.06952411,8.709218475,8.709218475,3.416112821,515.0297951,Corporate,0.139086502
LVLT 3 ⅞ 10/15/30,LEVEL 3 FIN INC,-6.381296019,86.00723734,7.202704944,7.202704944,4.384559989,355.3759497,Corporate,0.231260011
LVLT 4 04/15/31,LEVEL 3 FIN INC,-6.261483931,85.26196554,7.249833926,7.249833926,4.75337539,355.3604077,Corporate,0.272026783
LVLT 4 ½ 04/01/30,LEVEL 3 FIN INC,-10.73707318,90.73468103,6.903237278,6.903237278,3.850468239,327.2724487,Corporate,0.18778691
LVLT 4 ⅞ 06/15/29,LEVEL 3 FIN INC,-8.72110456,94.12966026,6.666252846,6.666252846,3.109064995,306.5029451,Corporate,0.131538006
LVLT 6 ⅞ 06/30/33,LEVEL 3 FIN INC,-28.9146507,100.96535,6.711850443,6.63383322,4.530201165,238.361225,Corporate,0.435189467
LVLT 7 03/31/34,LEVEL 3 FIN INC,-18.10551662,101.1637402,6.814714678,6.71685598,4.785123498,237.8454791,Corporate,0.505198077
LW 4 ⅛ 01/31/30,LAMB WESTON HLD,-13.42850415,96.11890238,5.122499797,5.122499797,3.265096993,137.0531656,Corporate,0.182327461
LW 4 ⅜ 01/31/32,LAMB WESTON HLD,-10.10936202,94.78032868,5.349382996,5.349382996,4.803545121,145.9848548,Corporate,0.349261747
LW 4 ⅞ 05/15/28,LAMB WESTON HLD,-6.715554382,99.76369023,4.967461718,4.967461718,2.215681285,131.0564978,Corporate,0.07449931
LYV 3 ¾ 01/15/28,LIVE NATION ENT,-7.338924524,97.65633876,4.815786176,4.815786176,1.99058781,120.801671,Corporate,0.060401154
LYV 4 ¾ 10/15/27,LIVE NATION ENT,-14.30973075,99.28785133,5.110009413,5.110009413,1.170673138,121.8678214,Corporate,0.048273788
LYV 6 ½ 05/15/27,LIVE NATION ENT,-17.92493029,101.0808109,5.808877974,4.85271248,0.68424721,99.80100518,Corporate,0.0322337
M 6 ⅛ 03/15/32,MACY'S RETAIL,-6.159035913,99.92857273,6.138231666,6.138231666,3.67628497,196.4779628,Corporate,0.329365932
M 7 ⅜ 08/01/33,MACY'S RETAIL,-7.297250754,105.2196067,6.51670909,6.12162295,4.10785277,192.4385656,Corporate,0.440368051
MADIAQ 4 ⅛ 06/30/28,MADISON IAQ LLC,-10.11978046,97.6607315,5.027046845,5.027046845,2.104572816,135.5928824,Corporate,0.08204818
MADIAQ 5 ⅞ 06/30/29,MADISON IAQ LLC,-14.44082948,99.45983813,6.032889934,6.032889934,1.648677519,174.8237883,Corporate,0.134360974
MAGLLC 4 ⅞ 05/01/29,LCM INVESTMENTS,-13.83569161,98.50769358,5.329261952,5.329261952,2.035076645,137.7514779,Corporate,0.127106683
MAGLLC 8 ¼ 08/01/31,LCM INVESTMENTS,-13.27049111,105.9066287,7.006594772,5.91356678,1.49755254,143.6501845,Corporate,0.265117724
